pH,tds,turbidity,temperature,label
6.61,507.6,24.43,25.85,Unsafe
6.73,377.7,29.11,28.61,Unsafe
8.18,958.7,32.42,29.3,Unsafe
9.59,1328.9,8.6,28.76,Unsafe
7.15,140.0,3.6,22.77,Safe
8.47,981.8,14.06,26.02,Unsafe
6.54,197.0,13.04,27.59,Unsafe
8.07,507.1,3.43,28.84,Unsafe
7.2,595.9,12.38,23.15,Unsafe
7.54,359.4,11.0,24.78,Unsafe
7.42,353.9,13.95,26.65,Unsafe
9.35,1302.7,11.25,29.3,Unsafe
8.31,977.4,29.49,30.39,Unsafe
7.98,1084.3,21.21,29.02,Unsafe
6.91,109.0,0.88,21.99,Safe
7.88,1169.0,18.89,29.9,Unsafe
6.31,435.7,12.51,28.96,Unsafe
8.36,1173.3,19.23,27.61,Unsafe
9.12,1102.3,14.78,27.95,Unsafe
6.94,112.0,0.27,19.4,Safe
8.11,1788.1,11.29,29.02,Unsafe
7.34,48.5,0.79,23.35,Safe
7.43,131.2,0.83,25.47,Safe
6.63,207.5,5.5,26.71,Unsafe
6.71,637.9,6.62,27.25,Unsafe
6.85,394.3,16.07,27.01,Unsafe
8.16,1077.3,25.35,28.63,Unsafe
8.33,2513.7,16.61,25.2,Unsafe
8.97,1171.9,17.45,24.63,Unsafe
8.73,979.2,21.91,24.47,Unsafe
7.36,114.6,0.29,20.26,Safe
7.02,32.5,0.93,17.76,Safe
6.9,372.9,27.83,23.39,Unsafe
7.09,88.6,2.19,22.56,Safe
7.33,87.0,1.07,23.34,Safe
6.83,104.9,1.01,22.92,Safe
6.42,454.5,23.52,26.0,Unsafe
9.29,2120.1,10.78,29.99,Unsafe
8.43,1085.8,16.66,28.49,Unsafe
6.85,588.6,24.25,24.72,Unsafe
9.54,2752.3,17.64,26.28,Unsafe
7.36,110.9,0.41,18.79,Safe
7.1,434.0,29.43,22.09,Unsafe
7.39,115.1,3.0,24.37,Safe
6.64,331.0,8.53,29.2,Unsafe
8.8,2762.5,10.75,25.57,Unsafe
8.12,1065.0,24.36,26.66,Unsafe
6.64,426.6,15.11,28.12,Unsafe
7.03,498.7,8.62,26.74,Unsafe
7.25,693.8,1.25,22.14,Unsafe
7.16,138.7,2.14,20.47,Safe
8.19,892.4,4.34,27.59,Unsafe
7.12,332.0,9.89,23.69,Unsafe
6.92,101.5,0.46,17.37,Safe
8.17,2148.2,11.96,24.82,Unsafe
8.94,2533.4,22.36,25.77,Unsafe
8.83,918.9,10.6,26.54,Unsafe
8.04,1140.2,19.2,29.47,Unsafe
9.04,1341.6,20.01,26.23,Unsafe
8.3,1124.7,26.46,28.03,Unsafe
7.28,167.9,1.56,26.13,Safe
8.02,2160.0,16.92,23.76,Unsafe
6.86,148.4,1.85,22.24,Safe
6.9,360.7,28.17,24.66,Unsafe
7.44,138.3,2.47,25.65,Safe
6.81,58.6,0.87,20.58,Safe
8.65,1325.1,10.5,25.92,Unsafe
7.55,602.5,3.61,26.65,Unsafe
8.06,1140.6,16.57,29.34,Unsafe
7.06,625.4,20.55,26.79,Unsafe
9.22,1146.1,12.48,24.15,Unsafe
6.74,447.1,11.12,23.51,Unsafe
8.37,1497.1,8.16,26.18,Unsafe
6.91,735.4,30.38,22.84,Unsafe
7.37,93.1,2.15,22.2,Safe
8.03,712.7,3.64,24.8,Unsafe
7.43,522.5,24.8,26.78,Unsafe
7.38,617.3,10.4,28.34,Unsafe
7.47,169.6,2.81,25.63,Safe
7.96,1054.9,21.57,25.46,Unsafe
6.7,357.1,12.93,27.28,Unsafe
7.94,959.7,34.0,25.22,Unsafe
6.95,543.6,24.43,25.25,Unsafe
7.91,828.2,4.7,27.68,Unsafe
7.09,41.5,0.0,22.93,Safe
7.57,355.9,12.44,26.52,Unsafe
7.25,337.6,23.58,21.86,Unsafe
7.02,202.2,0.83,23.19,Safe
8.71,1964.0,17.29,28.86,Unsafe
8.24,820.3,3.84,25.55,Unsafe
8.86,963.0,14.35,26.29,Unsafe
8.31,1152.2,26.46,29.21,Unsafe
7.32,892.5,0.34,28.2,Unsafe
7.09,161.9,0.91,25.74,Safe
8.72,1512.3,7.79,25.38,Unsafe
8.08,602.2,4.06,27.06,Unsafe
6.96,454.0,22.61,26.0,Unsafe
7.03,677.2,32.65,25.93,Unsafe
8.44,930.5,15.29,24.63,Unsafe
7.19,132.2,1.44,23.44,Safe
7.22,101.7,0.7,22.5,Safe
6.81,97.1,0.36,23.41,Safe
7.31,330.9,9.01,26.35,Unsafe
8.65,1514.7,9.11,29.25,Unsafe
6.85,124.4,1.57,19.59,Safe
7.33,96.7,0.5,20.25,Safe
7.95,1063.9,25.8,29.58,Unsafe
8.33,1875.4,16.46,29.69,Unsafe
8.05,1059.4,22.78,29.94,Unsafe
7.17,278.5,6.03,28.14,Unsafe
6.69,334.5,14.8,24.64,Unsafe
7.71,473.4,11.18,26.74,Unsafe
8.37,2024.7,12.93,23.87,Unsafe
8.24,1167.5,21.56,25.84,Unsafe
7.5,170.4,3.71,21.57,Safe
7.42,139.0,2.4,20.16,Safe
7.99,714.7,0.69,22.06,Unsafe
7.63,88.6,1.56,21.65,Safe
7.23,344.1,13.4,25.51,Unsafe
9.21,1228.6,10.35,28.74,Unsafe
7.44,89.6,1.53,20.73,Safe
7.18,455.3,22.91,25.32,Unsafe
7.01,308.1,16.1,25.32,Unsafe
7.25,98.3,2.54,20.99,Safe
7.05,122.3,0.57,22.32,Safe
6.9,280.4,18.13,27.37,Unsafe
7.3,43.9,0.12,19.91,Safe
6.44,458.8,12.09,27.44,Unsafe
8.78,1793.2,12.11,29.52,Unsafe
8.2,1173.7,25.86,28.77,Unsafe
6.74,56.0,0.18,21.48,Safe
7.06,47.3,1.0,19.91,Safe
7.28,188.8,0.59,20.54,Safe
7.54,679.6,2.53,27.52,Unsafe
6.78,76.4,0.7,22.63,Safe
7.22,571.5,5.62,23.63,Unsafe
6.9,113.1,0.47,21.18,Safe
8.11,926.0,24.09,29.51,Unsafe
6.97,353.5,10.8,22.12,Unsafe
7.58,162.3,0.6,23.48,Safe
8.07,1108.7,21.49,27.97,Unsafe
7.32,45.2,0.22,20.83,Safe
7.54,188.0,1.2,24.3,Safe
7.05,325.7,27.97,22.18,Unsafe
6.86,110.2,0.0,18.48,Safe
8.08,1436.2,8.73,28.06,Unsafe
6.64,633.5,16.79,25.83,Unsafe
7.0,103.3,1.16,19.27,Safe
8.36,1441.7,11.46,30.0,Unsafe
6.93,112.4,0.08,22.23,Safe
8.08,1091.0,19.45,26.43,Unsafe
6.93,486.8,15.33,24.01,Unsafe
6.95,192.9,2.47,23.59,Safe
8.01,769.9,3.17,25.64,Unsafe
6.71,631.5,22.1,22.11,Unsafe
6.97,89.1,0.87,22.98,Safe
7.16,145.5,1.96,24.08,Safe
7.3,177.8,1.88,19.8,Safe
7.77,462.5,0.95,21.68,Unsafe
8.19,997.3,21.49,27.67,Unsafe
8.41,2461.2,15.65,29.33,Unsafe
8.1,735.6,4.69,27.68,Unsafe
8.0,1025.8,30.43,26.49,Unsafe
6.93,105.1,2.92,25.26,Safe
7.36,104.0,0.44,22.58,Safe
7.03,118.5,1.33,18.51,Safe
6.86,60.4,0.97,23.03,Safe
8.98,1721.4,13.48,25.33,Unsafe
6.72,316.8,15.7,27.83,Unsafe
7.34,534.7,25.1,24.41,Unsafe
7.94,1004.6,19.55,27.42,Unsafe
6.91,118.1,1.86,21.69,Safe
7.89,442.4,1.34,25.95,Unsafe
7.1,158.0,2.36,25.02,Safe
7.26,194.3,6.55,23.73,Unsafe
8.44,2159.6,8.85,25.37,Unsafe
8.26,920.2,28.95,27.92,Unsafe
7.07,173.9,2.93,18.92,Safe
7.25,542.0,2.83,26.95,Unsafe
8.79,1411.7,17.97,24.06,Unsafe
8.57,1182.8,13.95,23.35,Unsafe
6.84,380.5,9.16,27.65,Unsafe
7.32,151.8,2.56,21.4,Safe
7.39,174.3,0.84,19.72,Safe
7.17,644.6,2.88,25.72,Unsafe
7.36,338.4,27.22,28.84,Unsafe
7.26,613.7,23.4,27.5,Unsafe
7.15,422.2,8.41,24.78,Unsafe
7.12,388.5,17.99,24.54,Unsafe
7.53,151.1,0.0,25.88,Safe
9.22,1498.2,21.15,27.54,Unsafe
7.33,387.5,13.82,23.48,Unsafe
6.9,201.5,2.25,19.88,Safe
9.81,2165.1,21.98,25.86,Unsafe
7.18,114.4,1.06,20.85,Safe
7.41,430.6,8.59,22.05,Unsafe
7.96,1126.4,15.97,29.59,Unsafe
8.27,1165.0,29.75,26.8,Unsafe
7.49,102.5,2.38,21.41,Safe
7.98,833.8,4.16,22.61,Unsafe
8.15,1302.5,18.42,24.99,Unsafe
7.38,190.5,1.1,22.31,Safe
8.75,1263.2,20.19,25.45,Unsafe
7.03,113.3,1.98,22.88,Safe
7.22,144.8,0.43,26.33,Safe
7.12,401.1,14.56,27.72,Unsafe
6.98,42.2,2.12,24.0,Safe
6.84,90.2,2.6,23.46,Safe
7.47,532.9,4.48,24.99,Unsafe
6.52,347.7,12.42,23.48,Unsafe
7.48,304.9,32.04,27.71,Unsafe
6.76,480.6,8.33,26.5,Unsafe
7.97,1014.9,34.24,28.4,Unsafe
7.4,454.1,5.61,27.39,Unsafe
7.12,111.6,2.84,20.83,Safe
7.35,437.2,7.44,23.98,Unsafe
7.28,456.8,14.63,25.93,Unsafe
6.89,329.8,25.78,25.42,Unsafe
7.5,605.0,1.45,28.17,Unsafe
7.54,181.2,0.0,23.13,Safe
8.23,1842.8,24.17,27.71,Unsafe
6.68,416.1,29.97,23.51,Unsafe
6.45,469.3,21.63,27.64,Unsafe
8.76,1808.9,9.26,26.31,Unsafe
6.82,82.4,3.63,22.4,Safe
6.9,37.8,0.59,22.99,Safe
7.17,353.9,13.6,27.58,Unsafe
8.55,1770.3,18.72,24.53,Unsafe
7.33,124.0,1.0,21.73,Safe
7.99,918.6,27.5,28.46,Unsafe
6.75,114.7,2.4,20.53,Safe
7.42,501.4,2.11,27.83,Unsafe
7.44,100.1,0.96,23.28,Safe
7.01,41.9,0.99,18.1,Safe
9.32,2000.6,22.3,29.23,Unsafe
6.54,436.8,21.83,25.91,Unsafe
8.21,1113.2,29.95,28.84,Unsafe
8.68,1353.3,9.74,26.34,Unsafe
8.69,1602.0,21.46,27.33,Unsafe
8.14,1092.3,28.95,27.45,Unsafe
8.03,979.3,20.63,29.64,Unsafe
8.16,1061.8,30.47,28.06,Unsafe
7.75,892.1,1.09,22.33,Unsafe
8.8,952.8,8.42,27.86,Unsafe
8.06,943.8,16.26,26.16,Unsafe
7.2,466.4,15.88,24.75,Unsafe
6.89,532.7,30.76,26.03,Unsafe
6.97,127.4,2.34,21.58,Safe
7.42,107.5,0.4,23.2,Safe
6.89,181.0,0.11,23.54,Safe
7.46,114.1,0.85,21.33,Safe
7.12,96.6,0.9,22.54,Safe
6.52,507.6,28.86,25.11,Unsafe
7.73,654.9,3.46,26.45,Unsafe
9.76,2333.3,15.3,27.3,Unsafe
9.08,1451.8,7.46,28.81,Unsafe
7.17,718.2,3.32,22.83,Unsafe
7.61,172.1,1.84,25.3,Safe
6.91,94.7,0.99,20.94,Safe
7.66,312.4,19.82,24.32,Unsafe
6.77,107.4,0.0,21.78,Safe
8.06,646.8,4.25,27.86,Unsafe
7.15,473.4,24.25,24.05,Unsafe
8.18,1121.4,22.65,28.4,Unsafe
6.77,403.7,27.24,27.47,Unsafe
7.45,114.6,3.01,25.93,Safe
6.52,353.0,8.23,23.03,Unsafe
6.9,539.0,25.95,26.58,Unsafe
6.45,682.5,13.9,27.47,Unsafe
7.17,467.3,10.99,21.42,Unsafe
7.07,429.9,10.52,26.31,Unsafe
8.31,830.7,4.82,27.85,Unsafe
7.03,483.9,15.42,22.48,Unsafe
6.6,455.1,18.65,26.42,Unsafe
8.11,1039.8,18.64,27.58,Unsafe
8.7,2017.9,18.6,23.51,Unsafe
8.88,2464.5,23.96,29.37,Unsafe
8.43,1473.7,19.28,27.82,Unsafe
6.81,43.2,1.24,18.24,Safe
7.17,113.6,2.87,23.76,Safe
7.1,149.7,2.3,20.98,Safe
9.36,2409.7,10.3,23.05,Unsafe
7.41,622.3,21.82,26.72,Unsafe
7.5,582.0,1.42,25.54,Unsafe
7.16,712.4,29.48,23.8,Unsafe
7.92,1091.3,23.05,30.43,Unsafe
8.51,1967.0,19.99,25.68,Unsafe
7.46,76.5,0.0,18.52,Safe
7.12,193.9,1.73,24.84,Safe
9.61,1252.6,13.73,26.43,Unsafe
8.4,2486.9,9.12,26.57,Unsafe
7.82,934.0,35.2,27.09,Unsafe
7.46,176.8,1.34,24.3,Safe
7.08,185.6,2.9,22.48,Safe
6.78,307.6,9.56,28.53,Unsafe
6.83,127.0,0.32,24.29,Safe
8.65,1521.2,18.39,25.55,Unsafe
7.06,175.8,1.5,21.17,Safe
9.05,1737.0,9.74,25.73,Unsafe
7.41,144.9,1.3,25.01,Safe
8.8,1248.8,17.06,24.5,Unsafe
7.54,569.2,2.64,23.79,Unsafe
7.32,77.8,1.88,23.62,Safe
6.95,253.9,11.07,23.44,Unsafe
7.0,99.5,1.23,18.67,Safe
6.95,220.8,15.53,25.63,Unsafe
7.24,47.7,0.88,17.82,Safe
6.86,109.8,0.33,22.35,Safe
7.3,805.7,2.0,27.09,Unsafe
6.54,332.4,11.25,26.71,Unsafe
8.12,1018.1,19.5,28.37,Unsafe
7.13,849.7,2.03,22.41,Unsafe
8.3,779.1,5.53,23.29,Unsafe
8.09,713.8,2.35,23.0,Unsafe
6.99,113.1,1.99,19.34,Safe
7.26,115.2,0.0,18.0,Safe
7.14,483.5,8.67,23.6,Unsafe
7.92,757.0,0.0,23.79,Unsafe
7.37,150.8,0.38,21.34,Safe
9.67,2609.9,23.58,22.79,Unsafe
7.25,93.0,1.28,23.66,Safe
7.0,172.6,3.01,24.37,Safe
7.22,107.4,1.58,22.49,Safe
7.2,798.4,4.56,25.89,Unsafe
6.87,110.9,0.9,25.01,Safe
9.07,1407.3,15.37,24.58,Unsafe
6.96,110.3,0.14,24.74,Safe
6.99,48.1,0.13,23.07,Safe
7.56,154.5,2.0,25.51,Safe
6.72,634.8,17.2,23.31,Unsafe
6.23,498.6,12.91,27.29,Unsafe
7.2,287.7,28.1,26.73,Unsafe
6.84,89.8,1.17,21.27,Safe
7.51,449.8,18.86,26.97,Unsafe
7.57,695.0,2.23,23.62,Unsafe
7.51,103.4,2.68,24.46,Safe
6.64,317.6,11.34,26.11,Unsafe
8.81,1533.9,14.89,27.87,Unsafe
9.48,2289.5,18.45,24.96,Unsafe
6.8,182.1,0.63,25.43,Safe
7.67,256.1,4.54,27.3,Unsafe
7.15,36.8,0.66,19.6,Safe
6.88,691.3,14.19,27.13,Unsafe
7.41,204.0,1.93,24.46,Safe
6.85,105.4,3.06,22.26,Safe
7.03,45.7,1.89,19.59,Safe
7.26,607.5,29.69,25.7,Unsafe
6.86,101.8,0.35,22.91,Safe
8.33,2254.6,21.95,24.93,Unsafe
7.42,144.6,1.29,21.27,Safe
7.34,65.1,0.11,21.69,Safe
8.16,588.0,3.84,25.05,Unsafe
6.79,541.1,11.89,23.6,Unsafe
7.72,406.7,11.05,23.2,Unsafe
7.48,338.0,7.28,27.5,Unsafe
8.75,1391.0,14.29,30.23,Unsafe
7.35,99.5,0.27,24.92,Safe
7.24,774.7,2.73,25.05,Unsafe
6.88,711.5,9.97,25.44,Unsafe
6.26,644.7,24.3,26.07,Unsafe
7.51,56.5,0.69,18.67,Safe
9.35,2193.9,7.06,28.43,Unsafe
6.94,112.1,1.29,24.37,Safe
7.03,862.0,0.52,24.67,Unsafe
6.89,127.1,0.0,25.34,Safe
7.56,90.5,2.08,23.0,Safe
6.88,49.2,0.45,18.02,Safe
7.01,77.5,0.0,20.58,Safe
6.33,342.6,26.45,27.23,Unsafe
8.01,1052.7,34.35,27.85,Unsafe
7.19,173.7,1.23,20.64,Safe
7.21,77.9,0.63,19.97,Safe
8.59,2363.6,14.66,24.5,Unsafe
7.07,113.3,0.5,24.01,Safe
6.96,264.5,15.33,23.33,Unsafe
7.22,61.3,0.98,22.07,Safe
7.36,99.0,0.73,21.49,Safe
6.46,204.9,13.91,22.75,Unsafe
6.39,616.1,19.85,28.7,Unsafe
7.25,51.2,0.38,19.71,Safe
9.03,1194.0,20.44,28.06,Unsafe
7.79,721.7,2.97,27.92,Unsafe
8.29,646.2,5.4,21.33,Unsafe
7.33,493.2,4.05,27.4,Unsafe
8.27,2056.5,14.19,26.34,Unsafe
6.52,426.5,11.5,23.93,Unsafe
8.73,1011.2,19.06,26.12,Unsafe
6.73,463.3,16.09,24.69,Unsafe
9.55,1886.4,16.47,25.96,Unsafe
9.47,1171.6,18.86,29.65,Unsafe
9.04,1238.3,8.01,26.27,Unsafe
6.82,471.8,29.34,23.5,Unsafe
8.71,1302.7,18.52,25.31,Unsafe
7.07,139.5,0.89,21.27,Safe
9.13,1543.4,11.65,25.97,Unsafe
7.42,111.1,2.98,20.06,Safe
7.02,97.9,0.46,20.97,Safe
7.1,116.8,1.0,22.37,Safe
6.8,339.1,14.76,24.31,Unsafe
6.54,406.6,25.94,26.06,Unsafe
7.5,152.4,2.43,21.64,Safe
8.18,1008.6,27.56,28.44,Unsafe
7.59,438.2,7.16,27.39,Unsafe
7.27,65.7,0.51,18.34,Safe
8.24,1151.3,22.0,29.04,Unsafe
7.09,378.8,13.3,23.59,Unsafe
6.93,266.9,22.94,26.79,Unsafe
9.51,1506.9,20.84,25.22,Unsafe
7.33,418.4,18.83,23.17,Unsafe
6.78,393.6,12.01,27.69,Unsafe
6.96,315.9,4.3,22.84,Unsafe
6.92,128.6,0.39,25.02,Safe
7.24,773.7,0.03,23.35,Unsafe
7.08,46.9,1.08,23.45,Safe
7.31,516.4,16.41,28.11,Unsafe
7.39,512.5,16.67,23.4,Unsafe
6.73,188.4,1.5,22.54,Safe
7.47,113.6,0.23,21.53,Safe
8.9,1567.9,10.56,25.15,Unsafe
7.01,181.2,2.21,20.06,Safe
6.8,40.8,1.01,19.31,Safe
7.23,615.6,38.56,23.72,Unsafe
9.13,1409.9,25.0,29.8,Unsafe
7.41,624.6,1.78,23.95,Unsafe
7.57,100.8,0.0,25.65,Safe
6.56,568.3,26.08,24.72,Unsafe
6.65,390.4,8.37,25.55,Unsafe
8.25,2497.5,24.05,26.54,Unsafe
8.71,1938.1,11.06,24.03,Unsafe
7.41,139.3,2.9,25.26,Safe
8.0,1042.8,24.25,27.61,Unsafe
7.13,152.3,1.52,21.5,Safe
6.87,249.7,17.25,27.15,Unsafe
8.01,1021.5,23.09,28.8,Unsafe
7.47,126.4,2.01,25.0,Safe
7.98,1021.9,17.16,27.78,Unsafe
7.85,883.7,2.13,24.82,Unsafe
7.39,55.7,0.93,17.67,Safe
9.14,1669.1,9.55,29.05,Unsafe
7.99,900.2,31.51,26.68,Unsafe
8.03,1191.6,22.04,26.7,Unsafe
6.76,580.2,4.55,27.34,Unsafe
6.62,288.0,6.44,23.53,Unsafe
7.04,103.4,2.99,20.28,Safe
7.16,110.2,1.19,20.38,Safe
6.58,582.4,27.16,27.14,Unsafe
6.4,360.5,32.07,24.37,Unsafe
7.02,346.6,17.44,24.37,Unsafe
9.28,1260.3,13.24,24.94,Unsafe
7.05,157.0,1.12,25.08,Safe
7.21,110.0,0.21,18.74,Safe
6.64,731.1,17.51,29.0,Unsafe
7.2,846.7,4.91,23.93,Unsafe
6.72,58.2,0.29,19.1,Safe
7.33,434.7,3.25,26.33,Unsafe
6.92,100.4,2.2,20.92,Safe
6.89,79.4,0.0,19.61,Safe
7.81,954.2,18.01,27.12,Unsafe
9.34,1804.7,15.39,23.31,Unsafe
6.77,493.4,14.46,27.4,Unsafe
6.37,638.3,44.87,27.81,Unsafe
7.08,397.5,7.39,24.37,Unsafe
8.23,851.0,3.74,24.48,Unsafe
7.51,461.5,25.87,26.54,Unsafe
8.0,589.7,3.53,26.74,Unsafe
9.52,1262.1,22.85,29.19,Unsafe
7.26,263.3,24.03,24.81,Unsafe
7.28,89.8,1.89,21.14,Safe
9.37,1242.9,11.47,27.99,Unsafe
6.43,222.0,14.35,23.89,Unsafe
6.75,78.3,0.35,22.18,Safe
6.88,427.9,14.8,24.22,Unsafe
7.09,331.7,26.9,26.79,Unsafe
9.18,1380.1,14.44,28.39,Unsafe
6.88,434.7,9.98,22.16,Unsafe
7.3,97.5,2.9,22.92,Safe
8.64,1162.3,9.92,26.83,Unsafe
6.9,179.1,1.95,19.76,Safe
8.13,1143.5,24.35,26.7,Unsafe
6.74,284.7,6.54,27.37,Unsafe
8.19,815.3,2.74,24.75,Unsafe
7.54,380.7,3.96,23.98,Unsafe
7.32,170.5,2.08,21.82,Safe
8.49,1516.3,19.16,24.18,Unsafe
7.31,196.3,0.0,20.02,Safe
9.28,1459.4,19.95,29.18,Unsafe
7.1,327.6,22.44,24.01,Unsafe
6.96,343.5,7.74,22.62,Unsafe
6.86,62.1,0.45,23.58,Safe
7.92,1135.8,20.52,26.08,Unsafe
6.76,368.9,27.14,28.55,Unsafe
8.1,815.5,4.55,25.5,Unsafe
6.39,692.5,12.39,27.83,Unsafe
8.16,968.4,21.64,28.21,Unsafe
7.1,89.2,0.0,21.36,Safe
7.4,489.0,14.58,22.33,Unsafe
7.24,99.0,1.6,19.45,Safe
7.48,557.5,29.5,25.82,Unsafe
7.48,98.8,0.61,20.17,Safe
8.23,2026.9,12.79,27.71,Unsafe
7.36,586.8,12.48,27.26,Unsafe
7.52,306.4,9.81,25.81,Unsafe
8.26,2395.8,10.99,25.4,Unsafe
9.43,1981.4,19.57,25.1,Unsafe
6.85,148.7,0.82,22.25,Safe
9.42,927.6,10.68,24.06,Unsafe
9.05,2054.0,8.31,25.41,Unsafe
7.38,96.9,1.94,24.39,Safe
7.22,47.5,0.0,20.84,Safe
8.01,1077.2,33.19,29.87,Unsafe
6.73,513.0,16.11,27.41,Unsafe
7.63,313.8,5.01,23.22,Unsafe
6.75,344.2,23.73,24.1,Unsafe
7.29,106.9,1.36,25.7,Safe
7.04,352.6,14.24,26.8,Unsafe
6.98,183.8,1.99,20.31,Safe
7.33,55.6,0.0,20.62,Safe
6.77,120.3,0.74,21.3,Safe
6.94,103.5,1.23,23.29,Safe
7.67,363.1,9.19,24.47,Unsafe
7.29,192.9,1.89,21.02,Safe
6.68,533.0,10.22,23.05,Unsafe
7.36,501.2,28.63,27.84,Unsafe
6.68,376.5,7.63,22.57,Unsafe
6.55,699.3,10.25,24.38,Unsafe
8.87,2192.5,9.21,24.03,Unsafe
7.17,44.1,0.32,22.87,Safe
6.64,315.2,28.71,27.98,Unsafe
7.11,128.4,1.71,25.03,Safe
7.4,211.7,17.04,23.23,Unsafe
8.04,1572.8,18.68,26.18,Unsafe
6.5,293.7,23.07,26.2,Unsafe
8.87,1246.5,12.1,28.73,Unsafe
6.88,363.4,9.75,25.45,Unsafe
7.84,234.9,5.77,24.67,Unsafe
6.93,637.3,23.9,27.44,Unsafe
8.21,934.3,16.37,27.35,Unsafe
7.14,196.2,10.4,26.48,Unsafe
7.38,105.8,2.55,19.5,Safe
7.04,64.3,0.43,19.09,Safe
9.54,1518.7,9.11,28.84,Unsafe
7.22,129.3,1.04,25.83,Safe
7.85,1167.0,32.01,27.78,Unsafe
8.45,1537.5,21.84,24.79,Unsafe
8.15,942.1,18.1,29.82,Unsafe
9.11,2298.5,11.84,25.85,Unsafe
7.5,157.8,0.38,20.49,Safe
7.38,468.4,1.56,21.95,Unsafe
7.03,78.4,1.47,24.31,Safe
6.93,483.8,18.63,28.09,Unsafe
8.44,2050.8,7.81,24.85,Unsafe
6.32,594.3,11.87,22.92,Unsafe
7.34,108.4,0.86,20.41,Safe
9.65,1261.7,19.3,26.57,Unsafe
7.51,303.9,16.09,26.73,Unsafe
8.04,1091.4,28.5,26.1,Unsafe
6.89,122.6,0.65,25.29,Safe
7.17,74.5,0.5,21.07,Safe
7.1,37.0,0.62,19.72,Safe
7.64,646.7,2.94,25.28,Unsafe
6.48,339.9,7.43,25.96,Unsafe
8.61,2000.4,14.58,25.89,Unsafe
9.52,1779.1,23.79,25.4,Unsafe
9.54,1701.8,11.1,27.93,Unsafe
8.77,1419.4,19.79,26.5,Unsafe
9.7,2260.2,15.86,28.98,Unsafe
8.16,1165.8,21.64,27.7,Unsafe
7.32,148.2,2.19,20.5,Safe
8.24,1573.8,21.38,26.9,Unsafe
7.19,174.4,1.93,24.86,Safe
7.25,282.8,7.24,27.76,Unsafe
6.42,556.4,15.75,28.34,Unsafe
7.06,112.7,1.22,22.11,Safe
7.57,96.1,2.27,26.2,Safe
8.19,1122.9,15.54,29.26,Unsafe
8.54,1485.6,9.08,25.48,Unsafe
8.06,402.6,1.62,24.06,Unsafe
7.44,115.4,0.84,21.36,Safe
6.98,305.0,5.05,23.65,Unsafe
7.19,44.2,0.9,21.62,Safe
6.93,86.2,1.57,20.14,Safe
7.59,177.2,2.26,20.63,Safe
7.14,559.8,13.76,24.36,Unsafe
7.37,86.7,1.34,23.41,Safe
7.92,972.2,31.77,28.46,Unsafe
7.17,190.9,2.57,24.03,Safe
6.95,414.8,13.8,27.96,Unsafe
8.39,2743.9,21.01,25.42,Unsafe
7.49,41.5,0.0,20.75,Safe
8.24,1164.0,18.89,28.0,Unsafe
7.33,334.8,9.9,23.49,Unsafe
7.3,719.1,1.0,23.73,Unsafe
6.61,592.8,17.19,23.84,Unsafe
8.52,1188.7,11.52,25.02,Unsafe
7.4,141.1,2.54,23.12,Safe
8.5,2181.8,11.88,27.1,Unsafe
7.89,1157.8,22.51,27.43,Unsafe
8.92,1544.7,15.68,25.78,Unsafe
6.99,331.0,24.05,27.91,Unsafe
6.66,545.4,10.27,27.3,Unsafe
7.47,334.4,14.94,25.48,Unsafe
7.2,312.4,28.73,23.25,Unsafe
7.25,103.3,1.23,20.07,Safe
7.21,154.0,1.99,25.25,Safe
6.98,498.8,14.33,25.99,Unsafe
6.71,458.1,14.69,26.21,Unsafe
7.37,615.1,30.15,27.36,Unsafe
8.81,1645.3,7.7,28.91,Unsafe
8.05,919.5,30.74,28.65,Unsafe
7.14,750.0,2.79,24.2,Unsafe
7.89,916.1,32.25,26.01,Unsafe
6.99,156.0,1.96,19.83,Safe
9.74,2651.6,21.6,27.43,Unsafe
6.93,333.4,8.53,23.95,Unsafe
7.45,100.8,0.0,18.37,Safe
6.85,108.4,1.56,20.68,Safe
7.24,151.1,2.03,25.78,Safe
6.66,302.4,12.28,24.63,Unsafe
8.0,1083.5,19.48,28.19,Unsafe
7.49,118.9,1.87,24.93,Safe
7.86,1087.7,25.28,29.2,Unsafe
6.97,573.4,16.66,25.4,Unsafe
6.79,170.9,2.04,25.58,Safe
8.54,1690.3,10.99,24.33,Unsafe
8.04,1136.5,30.09,29.62,Unsafe
7.07,112.9,1.13,18.52,Safe
6.67,244.8,5.58,24.88,Unsafe
7.75,828.8,1.88,24.74,Unsafe
7.47,455.8,12.49,21.8,Unsafe
8.91,2033.2,21.56,25.28,Unsafe
7.61,814.8,1.78,21.65,Unsafe
6.27,653.5,9.08,25.9,Unsafe
6.78,400.7,5.96,21.8,Unsafe
9.04,1041.5,15.11,24.23,Unsafe
7.72,474.0,2.16,23.71,Unsafe
7.5,131.2,3.48,20.04,Safe
8.6,2019.0,23.55,25.0,Unsafe
9.14,1880.6,21.04,24.32,Unsafe
8.8,1215.4,14.79,28.47,Unsafe
6.69,599.8,28.42,26.08,Unsafe
6.97,91.3,0.32,18.71,Safe
8.33,1706.6,15.26,27.05,Unsafe
9.17,1294.4,15.87,28.97,Unsafe
7.59,352.5,17.18,26.05,Unsafe
7.29,82.7,1.09,23.26,Safe
8.08,1055.3,32.3,26.43,Unsafe
8.27,867.4,2.07,23.88,Unsafe
